name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Blade Talons	h2h		btl	clw	btl	100		2	1	0	xxx			10	14							1	-20	75	75	50	50	69		21	0	0	1024	1024			btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9tw	7tw	1	1	
Scissors Katar	h2h		skr	skr	skr	100		2	1	0	xxx			9	17							1	-10	75	75	55	55	68		24	0	0	1024	1024			skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9qr	7qr	1	1	
Quhab	h2h		9ar	ktr	9ar	100		2	1	0	xxx			11	24							1		75	75	57	57	48		28	0	21	1024	1024			ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9ar	7ar	1	1	
Wrist Spike	h2h		9wb	ktr	9wb	100		2	1	0	xxx			13	27							1	-10	75	75	66	66	56		32	0	24	1024	1024			wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9wb	7wb	1	1	
Fascia	h2h		9xf	axf	9xf	100		2	1	0	xxx			8	37							1	10	75	75	69	69	64		36	0	27	1024	1024			axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9xf	7xf	1	1	
Hand Scythe	h2h2		9cs	axf	9cs	100		2	1	0	xxx			16	37							1	-10	75	75	73	73	72		41	0	30	1024	1024			ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9cs	7cs	1	1	
Greater Claws	h2h2		9lw	clw	9lw	100		2	1	0	xxx			18	37							1	-20	75	75	76	76	52		45	0	33	1024	1024			clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9lw	7lw	1	1	
Greater Talons	h2h2		9tw	clw	9tw	100		2	1	0	xxx			21	35							1	-30	75	75	79	79	69		50	0	37	1024	1024			btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9tw	7tw	1	1	
Scissors Quhab	h2h2		9qr	skr	9qr	100		2	1	0	xxx			19	40							1		75	75	82	82	68		54	0	40	1024	1024			skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9qr	7qr	1	1	
Suwayyah	h2h2		7ar	ktr	7ar	100		2	1	0	xxx			39	52							1		75	75	99	99	48		59	0	44	1024	1024			ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9ar	7ar	1	1	
Wrist Sword	h2h2		7wb	ktr	7wb	100		2	1	0	xxx			34	45							1	-10	75	75	105	105	56		62	0	46	1024	1024			wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9wb	7wb	1	1	
War Fist	h2h2		7xf	axf	7xf	100		2	1	0	xxx			44	53							1	10	75	75	108	108	64		68	0	51	1024	1024			axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9xf	7xf	1	1	
Battle Cestus	h2h2		7cs	axf	7cs	100		2	1	0	xxx			36	42							1	-10	75	75	110	110	72		73	0	54	1024	1024			ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9cs	7cs	1	1	
Feral Claws	h2h2		7lw	clw	7lw	100		2	1	0	xxx			22	53							1	-20	75	75	113	113	52		78	0	58	1024	1024			clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9lw	7lw	1	1	
Runic Talons	h2h2		7tw	clw	7tw	100		2	1	0	xxx			24	44							1	-30	75	75	115	115	69		81	0	60	1024	1024			btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9tw	7tw	1	1	
Scissors Suwayyah	h2h2		7qr	skr	7qr	100		2	1	0	xxx			40	51							1		75	75	118	118	68		85	0	64	1024	1024			skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9qr	7qr	1	1	
Tomahawk	axe		7ha	hax	7ha	100		3	1	0	xxx			33	58									100		125	67	28		54	0	40	1024	1024			hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	2	0	9ha	7ha	1	1	
Small Crescent	axe		7ax	axe	7ax	100		4	1	0	xxx			38	60							1	10	100		115	83	24		61	0	45	1024	1024			axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	2	0	9ax	7ax	1	1	
Ettin Axe	axe		72a	axe	72a	100		4	1	0	xxx			33	66							1	10	100		145	45	24		70	0	52	1024	1024			2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	2	0	92a	72a	1	1	
War Spike	axe		7mp	axe	7mp	100		4	1	0	xxx			30	48							1	-10	100		133	54	26		79	0	59	1024	1024			mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9mp	7mp	1	1	
Berserker Axe	axe		7wa	hax	7wa	100		4	1	0	xxx			24	71							2		100		138	59	26		85	0	64	1024	1024			wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9wa	7wa	1	1	
Feral Axe	axe		7la	lax	7la	100		4	1	0	xxx						1	25	123			2	-15	100		196		30		57	0	42	1024	1024			lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9la	7la	1	1	
Silver-edged Axe	axe		7ba	lax	7ba	100		4	1	0	xxx						1	62	110			2		100		166	65	35		65	0	48	1024	1024			bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9ba	7ba	1	1	
Decapitator	axe		7bt	btx	7bt	100		4	1	0	xxx						1	49	137			2	10	100		189	33	40		73	0	54	1024	1024			btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	invbtxu	invbtxu	1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	2	0	9bt	7bt	1	1	
Champion Axe	axe		7ga	btx	7ga	100		4	1	0	xxx						1	59	94			2	-10	100		167	59	50		82	0	61	1024	1024			gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9ga	7ga	1	1	
Glorious Axe	axe		7gi	gix	7gi	100		4	1	0	xxx						1	60	124			3	10	100		164	55	50		85	0	66	1024	1024			gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9gi	7gi	1	1	
Polished Wand	wand		7wn	wnd	7wn	100		1	1	0	xxx			18	33									100		25		22		55	0	41	1024	1024			wnd	9wn	7wn	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9wn	7wn	1	1	
Ghost Wand	wand		7yw	ywn	7yw	100		1	1	0	xxx			20	40								10	100		25		14		65	0	48	1024	1024			ywn	9yw	7yw	1hs	1hs	5	1hss	1	2					flpywn	invywn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9yw	7yw	1	1	
Lich Wand	wand		7bw	bwn	7bw	100		1	1	0	xxx			10	31								-20	100		25		17		75	0	56	1024	1024			bwn	9bw	7bw	1hs	1hs	5	1hss	1	2					flpbwn	invbwn	invbwnu	invbwnu	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9bw	7bw	1	1	
Unearthed Wand	wand		7gw	bwn	7gw	100		1	1	0	xxx			22	28									100		25		18		86	0	64	1024	1024			gwn	9gw	7gw	1hs	1hs	5	1hss	1	2					flpgwn	invgwn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9gw	7gw	1	1	
Truncheon	club		7cl	clb	7cl	100		1	1	0	xxx			35	43								-10	100		88	43	55		52	0	39	1024	1024			clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	2	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	2	0	9cl	7cl	1	1	
Mighty Scepter	scep		7sc	mac	7sc	100		2	1	0	xxx			40	52									100		125	65	50		62	0	46	1024	1024			scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	2	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9sc	7sc	1	1	
Seraph Rod	scep		7qs	mac	7qs	100		4	1	0	xxx			45	54							1	10	100		108	69	60		76	0	57	1024	1024			gsc	9qs	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9qs	7qs	1	1	
Caduceus	scep		7ws	whm	7ws	100		4	1	0	xxx			37	43							1	-10	100		97	70	70		85	0	66	1024	1024			wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	5	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9ws	7ws	1	1	
Tyrant Club	club		7sp	clb	7sp	100		3	1	0	xxx			32	58							1		100		133		65		57	0	42	1024	1024			spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9sp	7sp	1	1	
Reinforced Mace	mace		7ma	mac	7ma	100		4	1	0	xxx			41	49									100		145	46	60		63	0	47	1024	1024			mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac		inv7mas	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9ma	7ma	1	1	
Devil Star	mace		7mt	mac	7mt	100		4	1	0	xxx			43	53							1	10	100		153	44	72		70	0	52	1024	1024			mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9mt	7mt	1	1	
Scourge	mace		7fl	fla	7fl	100		4	1	0	xxx			3	80							2	-10	100		125	77	65		76	0	57	1024	1024			fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9fl	7fl	1	1	
Legendary Mallet	hamm		7wh	whm	7wh	100		4	1	0	xxx			50	61							1	20	110		189		65		82	0	61	1024	1024			whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9wh	7wh	1	1	
Ogre Maul	hamm		7m7	mau	7m7	100		4	1	0	xxx						1	77	106			1	10	110		225		60		69	0	51	1024	1024			mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9m9	7m7	1	1	
Thunder Maul	hamm		7gm	mau	7gm	100		3	1	0	xxx						1	33	180			2	20	110		253		60		85	0	65	1024	1024			gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9gm	7gm	1	1	
Falcata	swor		7ss	ssd	7ss	100		3	1	0	xxx			31	59									100		150	88	24		56	0	42	1024	1024			ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9ss	7ss	1	1	
Ataghan	swor		7sm	scm	7sm	100		3	1	0	xxx			26	46								-20	100		138	95	22		61	0	45	1024	1024			scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9sm	7sm	1	1	
Elegant Blade	swor		7sb	scm	7sb	100		3	1	0	xxx			33	45								-10	100		109	122	32		63	0	47	1024	1024			sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9sb	7sb	1	1	
Hydra Edge	swor		7fc	flc	7fc	100		4	1	0	xxx			28	68								10	100		142	105	32		69	0	51	1024	1024			flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9fc	7fc	1	1	
Phase Blade	swor		7cr	crs	7cr	100		2	1	0	xxx			31	35							1	-30	100		25	136	0	1	73	0	54	1024	1024			crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	8	0	9cr	7cr	1	1	
Conquest Sword	swor		7bs	bsd	7bs	100		4	1	0	xxx			37	53									100		142	112	32		78	0	58	1024	1024			bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9bs	7bs	1	1	
Cryptic Sword	swor		7ls	lsd	7ls	100		4	1	0	xxx			5	77							1	-10	100		99	109	44		82	0	61	1024	1024			lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9ls	7ls	1	1	
Mythical Sword	swor		7wd	flc	7wd	100		4	1	0	xxx			40	50							1		100		147	124	44		85	0	66	1024	1024			wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9wd	7wd	1	1	
Legend Sword	swor		72h	clm	72h	100		4	1	0	xxx			22	56	1	1	50	94			2	-15	100		175	100	44		59	0	44	1024	1024			2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	92h	72h	1	1	
Highland Blade	swor		7cm	clm	7cm	100		4	1	0	xxx			22	62	1	1	67	96			2	-5	100		171	104	50		66	0	49	1024	1024			clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9cm	7cm	1	1	
Balrog Blade	swor		7gs	gsd	7gs	100		4	1	0	xxx			15	75	1	1	55	118			2		100		185	87	50		71	0	53	1024	1024			gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9gs	7gs	1	1	
Champion Sword	swor		7b7	clm	7b7	100		4	1	0	xxx			24	54	1	1	71	83			2	-10	100		163	103	40		77	0	57	1024	1024			bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9b9	7b7	1	1	
Colossal Sword	swor		7fb	clm	7fb	100		4	1	0	xxx			26	70	1	1	61	121			2	10	100		182	95	50		80	0	60	1024	1024			flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9fb	7fb	1	1	
Colossus Blade	swor		7gd	gsd	7gd	100		4	1	0	xxx			25	65	1	1	58	115			2	5	100		189	110	50		85	0	63	1024	1024			gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9gd	7gd	1	1	
Bone Knife	knif		7dg	dgr	7dg	100		2	1	0	xxx			23	49								-20	75	75	38	75	26		58	0	43	1024	1024			dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	1	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9dg	7dg	1	1	
Mithral Point	knif		7di	dir	7di	100		2	1	0	xxx			37	53									75	75	55	98	55		70	0	52	1024	1024			dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	1	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9di	7di	1	1	
Fanged Knife	knif		7kr	dir	7kr	100		2	1	0	xxx			15	57								-20	75	75	42	86	36		83	0	62	1024	1024			kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9kr	7kr	1	1	
Legend Spike	knif		7bl	dgr	7bl	100		3	1	0	xxx			31	47								-10	75	75	65	67	47		85	0	66	1024	1024			bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9bl	7bl	1	1	
Flying Knife	tkni		7tk	dgr	7tk	100		2	1	0	xxx			23	54					23	54			75	75	48	141	6		64	0	48	1024	1024			tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	60	300	120	flptkn	invtkn					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9tk	7tk	1	1	
Flying Axe	taxe		7ta	hax	7ta	100		2	1	0	xxx			17	65					15	66		10	75	75	88	108	15		56	0	42	1024	1024			tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	24	270	48	flptax	invtax					0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	2	0	9ta	7ta	1	1	
Winged Knife	tkni		7bk	dgr	7bk	100		2	1	0	xxx			27	35					23	39		-20	75	75	45	142	20		77	0	57	1024	1024			bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	45	300	90	flpbkf	invbkf	invtk3				0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9bk	7bk	1	1	
